"happy",55,0.40800414862914863,
"year",53,0.2821712492172398,
"2021",39,0.3136526263088763,
"i",34,0.12274576118326118,
"covid",24,0.2137369040103415,
"health",19,0.1431868497000076,
"good",18,0.42898879669713,
"year!",17,0.3417095322977676,
"2020",17,0.2284256429844665,
"lot",17,0.4039756811815636,
"pandemic",15,0.28470612373737375,
"covid-19",15,0.15472895622895624,
"please",15,0.3924476911976912,
"#staysafe",14,0.2955462146980004,
"#covid_19",13,0.278231351981352,
"years",12,0.2461332070707071,
"#stayhome",12,0.1830781776094276,
"#happynewyear",11,0.12693083431719795,
"stigma:",11,0.08407254361799815,
"fighting",11,0.08407254361799815,
"#2021",10,0.40814989177489175,
"bye",9,0.4859217171717172,
"no",9,0.13189434022767357,
"#nye",9,0.0655522236251403,
"year.",9,0.43841825998076,
"social",8,0.10293447871572872,
"#newyearseve",8,0.09990079365079366,
"california",8,0.279006865530303,
"better",8,0.2901357323232323,
"december",8,0.3654119318181819,
"#newyear",8,0.24355113636363637,
"#covid19",8,0.1324810606060606,
"york",8,0.11676136363636364,
"hope",8,0.29809862012987015,
"eve",7,0.11057513914656772,
"2020!!",7,0.4176136363636364,
"time",7,0.20503697691197692,
"me,",7,0.4176136363636364,
"2020(and",7,0.4176136363636364,
"year...",7,0.4176136363636364,
"stuff",7,0.4176136363636364,
"covid)👋",7,0.4176136363636364,
"2020:",7,0.4176136363636364,
"#covid",7,0.1333473124098124,
"stay",7,0.38997680890538033,
"first",7,0.39792117604617605,
"best",7,0.5185265924551639,
"happens",7,0.4176136363636364,
"love",7,0.421134817563389,
"year❤️💯",7,0.4176136363636364,
"came",7,0.4176136363636364,
"eve!",7,0.4176136363636364,
"through",7,0.4137331542465471,
"pandemic.",7,0.382705241187384,
"31st",7,0.4176136363636364,
"2021!",7,0.40537968975468974,
"better👋bye",7,0.4176136363636364,
"texas",7,0.287411100803958,
"worse",7,-0.059523809523809534,
"beach,",6,0.20391414141414144,
"#wearamask",6,0.5310380591630591,
"said",6,0.07045454545454545,
"end",6,0.4879166666666667,
"safe",6,0.46425324675324675,
"home",6,0.39042095057720055,
"friends",6,0.2582022607022607,
"#happynewyear2021",5,0.3529040404040404,
"maryland",5,0.3240909090909091,
"wear",5,0.42151875901875907,
"confirmed",5,0.06257575757575758,
"cases",5,0.15651515151515152,
"wish",5,0.5141948051948051,
"thank",5,0.2616335227272727,
"family",5,0.30963131313131315,
"ireland",5,0.045353535353535354,
"#2020",5,0.06888888888888889,
"amazing",5,0.35464935064935066,
"vaccine",5,0.31261363636363637,
"mask",5,0.36043290043290044,
"safe,",5,0.4499242424242425,
"figures",4,-0.011742424242424256,
"right",4,0.2217782738095238,
"#family",4,0.3053468276515151,
"frederick,",4,0.4176136363636364,
"chief",4,0.133219696969697,
"record",4,-0.0011363636363636437,
"work",4,0.2495214420995671,
"san",4,0.5625710227272727,
"2021.",4,0.25615259740259744,
"cheers",4,0.2853338068181818,
"photo",4,0.007305194805194805,
"city",4,0.1278409090909091,
"during",4,0.061117424242424244,
"irish",4,0.04098484848484848,
"loved",4,0.3763528138528139,
"due",4,0.202252886002886,
"—",4,-0.09791666666666667,
"year's",4,0.045941558441558436,
"#love",4,0.6241950757575758,
"grateful",4,0.1994034090909091,
"ones.",4,0.3763528138528139,
"thankful",4,0.2942550505050505,
"corona",4,0.30594696969696966,
"#goodbye2020",4,0.33089962121212124,
"el",4,0.2970779220779221,
"quarantine",4,0.21235950816761368,
"en",4,0.2005681818181818,
"close",4,0.3318181818181818,
"2020!",4,0.27620851370851374,
"don’t",4,0.3002209595959596,
"did",4,0.06079545454545455,
"🥂",4,0.42098721590909094,
"i’m",4,0.42179974972943723,
"#blessed",4,0.1356691919191919,
"#fireworks💥",3,0.3958333333333333,
"house",3,0.21212121212121213,
"everyone",3,0.538510101010101,
"celebrating",3,0.18682359307359309,
"distancing.",3,0.03611111111111111,
"strength,",3,0.3961038961038961,
"#lockdown",3,0.006060606060606062,
"world",3,0.3424021464646465,
"🎊",3,0.3961038961038961,
"begin",3,-0.09999999999999999,
"bring",3,0.11669507575757576,
"suggest,",3,-0.06111111111111112,
"#gratitude",3,0.5676767676767677,
"longer",3,0.2090909090909091,
"great",3,0.45980113636363634,
"sending",3,0.3961038961038961,
"everyone!",3,0.46122835497835507,
"reporting",3,-0.06111111111111112,
"healthy",3,0.39484803391053397,
"off",3,-0.08333333333333333,
"since",3,0.2604755892255892,
"gift",3,0.6835858585858586,
"department",3,0.20202020202020202,
"another",3,0.032852332852332855,
"york,",3,0.1734848484848485,
"making",3,0.31712842712842715,
"myself,",3,0.3961038961038961,
"4",3,0.2776124338624339,
"formal",3,-0.06111111111111112,
"rhys",3,0.3961038961038961,
"georgia",3,0.2220612373737374,
"night",3,0.3333333333333333,
"meaning",3,-0.06111111111111112,
"awards",3,0.13636363636363635,
"wave",3,0.17222222222222225,
"mountain",3,0.03611111111111111,
"shauno.",3,0.3961038961038961,
"united",3,0.3333333333333333,
"massachusetts",3,0.3308712121212121,
"recent",3,-0.06111111111111112,
"ireland.",3,0.2268686868686869,
"north",3,0.2611111111111111,
"inspired",3,0.3961038961038961,
"contacts",3,0.2090909090909091,
"kingdom",3,0.3333333333333333,
"thing",3,0.38737373737373737,
"12",3,0.1558080808080808,
"ireland,",3,-0.037777777777777785,
"illinois",3,-0.07407407407407407,
"says",3,0.04444444444444443,
"everything",3,0.04554924242424243,
"vaccine.",3,0.2744949494949495,
"choice",3,0.13636363636363635,
"medical",3,0.17095959595959598,
"#quarantine",3,-0.04393939393939395,
"situation",3,-0.06111111111111112,
"here’s",3,0.14876142376142376,
"london,",3,0.3333333333333333,
"week",3,0.10388888888888888,
"reported",3,0.08762626262626262,
"preserve",3,0.03611111111111111,
"told",3,0.17056277056277058,
"senior",3,-0.06111111111111112,
"year’s",3,0.254102408008658,
"waiting",3,0.2548926767676768,
"balsam",3,0.03611111111111111,
"#familytime",3,-0.07510822510822511,
"look",3,0.0995806277056277,
"next",3,0.2244227994227994,
"florida",3,0.48750789141414147,
"favorite",3,0.44877946127946133,
"posted",3,0.034090909090909095,
"fight",3,0.2412878787878788,
"free",3,0.24220012626262624,
"especially",3,0.3961038961038961,
"come",3,0.17736742424242424,
"party",3,0.3015625,
"officer",3,0.17095959595959598,
"drinking",3,0.03611111111111111,
"tested",3,0.26481481481481484,
"spread",3,-0.06111111111111112,
"home.",3,0.026406926406926403,
"pandemic!",3,0.3121176046176047,
"daily",3,-0.06111111111111112,
"year,",3,0.2711363636363637,
"college",3,0.33080808080808083,
"carolina",3,0.2611111111111111,
"hopeful",3,0.3961038961038961,
"lockdown",3,0.2569444444444444,
"lives",3,0.28025252525252525,
"official",3,-0.06111111111111112,
"#fuck2020",3,0.07942708333333333,
"houston,",2,0.25,
"dr",2,0.15643939393939393,
"#england🇬🇧",2,0.5,
"least",2,-0.07229166666666664,
"(one",2,0.7833333333333333,
"large",2,0.01461038961038961,
"bars",2,0.2736363636363637,
"proud",2,0.5038848304473305,
"#thankyou#resilience#frontlineheroes",2,0.25681818181818183,
"workers",2,0.25681818181818183,
"everyone.",2,0.44659090909090915,
"life",2,0.2836219336219336,
"husband!",2,0.7833333333333333,
"positive",2,0.27929292929292926,
"big",2,0.14218750000000002,
"forward",2,0.3751082251082251,
"england,",2,0.5,
"missouri",2,0.32499999999999996,
"#",2,-0.1321969696969697,
"closing",2,0.36950757575757576,
"brings",2,0.39895833333333336,
"despite",2,0.01874999999999999,
"suggests,",2,-0.05833333333333335,
"#year2021👑❤️🙏🏻",2,0.5,
"indiana",2,0.08363636363636365,
"starts",2,0.3416666666666667,
"crowd's",2,0.01461038961038961,
"#losangelesdodgersforever2020worldserieschampions",2,0.7833333333333333,
"heights",2,0,
"3",2,0.01461038961038961,
"everyday",2,0.25681818181818183,
"ever!",2,0.7833333333333333,
"#year2021❤️",2,0.5,
"tony",2,0.15643939393939393,
"diego,",2,0.5368607954545455,
"less",2,0.33867897727272733,
"same",2,0.02,
"#families",2,0.01461038961038961,
"public",2,0.07666666666666666,
"restaurant",2,0.41568181818181815,
"under",2,0.3586038961038961,
"open",2,0.11511363636363635,
"nye",2,0.125,
"#thankful",2,0.7833333333333333,
"daughter",2,0.25,
"lost",2,-0.02386363636363637,
"long",2,-0.05,
"until",2,0.375,
"midnight",2,0.3657354797979798,
"appreciate",2,0.42121212121212126,
"happiness",2,0.5145123106060606,
"davidson",2,0.2708333333333333,
"option",2,0.016666666666666663,
"happened",2,-0.19393939393939397,
"christmas",2,0.7833333333333333,
"thanks",2,0.33423295454545454,
"media",2,0.15643939393939393,
"crown",2,0,
"british",2,0,
"ward",2,-0.3,
"heights,",2,0.225,
"beautiful",2,0.39768939393939395,
"local",2,0.11565656565656565,
"health,",2,0.5479403409090908,
"almost",2,0.13636363636363635,
"we've",2,-0.007196969696969688,
"#tbt",2,-0.11893939393939396,
"#partyingathome",2,0,
"#nye2020",2,0.2766335227272727,
"restrictions",2,0.2987824675324675,
"them)!",2,0.7833333333333333,
"formally",2,-0.06666666666666668,
"#gododgers",2,0.7833333333333333,
"state",2,0.3752164502164502,
"morning",2,0.3463068181818182,
"square,",2,0.13636363636363635,
"#pajamas",2,0,
"2020’s",2,0.6,
"blessed",2,0.4296638257575758,
"makes",2,0.20476190476190478,
"mean",2,0.09561011904761904,
"columbia",2,0,
"greater",2,0.5,
"yet",2,0.30724025974025976,
"mood",2,0,
"#grateful",2,0.23923611111111112,
"#granddaughter",2,0.01461038961038961,
"tests",2,0.27929292929292926,
"official:",2,-0.05833333333333335,
"park",2,0.19642857142857145,
"edition",2,0.13636363636363635,
"definition",2,0.25681818181818183,
"frontline",2,0.25681818181818183,
"sure",2,0.44438920454545455,
